"['State', 'v', 'Lambda', 'Sigma', 'Omega']",lifetime_i
"['e2Phi', 38, -3.0, 0.5, -2.5]",0.1979530804747661
"['e2Phi', 38, 3.0, -0.5, 2.5]",0.38204203530308894
"['e2Phi', 38, 3.0, 0.5, 3.5]",8.833717759592544
"['e2Phi', 39, -3.0, -0.5, -3.5]",23.482443249365705
"['e2Phi', 39, -3.0, 0.5, -2.5]",0.3352246869585597
"['e2Phi', 39, 3.0, -0.5, 2.5]",0.6468860608969118
"['e2Phi', 39, 3.0, 0.5, 3.5]",23.479502257979412
"['e2Phi', 40, -3.0, -0.5, -3.5]",42.65452131414716
"['e2Phi', 40, -3.0, 0.5, -2.5]",0.6499047654606037
"['e2Phi', 40, 3.0, -0.5, 2.5]",0.9059009407894394
"['e2Phi', 40, 3.0, 0.5, 3.5]",38.14701145796421
"['e2Phi', 41, -3.0, -0.5, -3.5]",72.91716257076317
"['e2Phi', 41, -3.0, 0.5, -2.5]",0.7706790498037344
"['e2Phi', 41, 3.0, -0.5, 2.5]",0.9726067288961668
"['e2Phi', 41, 3.0, 0.5, 3.5]",72.89608659678784
"['e2Phi', 42, -3.0, -0.5, -3.5]",68.99612153665186
"['e2Phi', 42, -3.0, 0.5, -2.5]",0.5103054552117614
"['e2Phi', 42, 3.0, -0.5, 2.5]",0.6968184822674635
"['e2Phi', 42, 3.0, 0.5, 3.5]",43.746101624439376
"['e2Phi', 43, -3.0, -0.5, -3.5]",46.39860803147848
"['e2Phi', 43, -3.0, 0.5, -2.5]",0.12172923290334771
"['e2Phi', 43, 3.0, -0.5, 2.5]",0.26742122757369374
"['e2Phi', 43, 3.0, 0.5, 3.5]",9.91034004315634
"['e2Phi', 44, -3.0, -0.5, -3.5]",0.17487273041342138
"['e2Phi', 44, -3.0, 0.5, -2.5]",0.1981493258851849
"['e2Phi', 44, 3.0, -0.5, 2.5]",0.3379555781201449
"['e2Phi', 44, 3.0, 0.5, 3.5]",0.5676830270474454
"['e2Phi', 45, -3.0, -0.5, -3.5]",0.13216734985558293
"['e2Phi', 45, -3.0, 0.5, -2.5]",0.5614766958001196
"['e2Phi', 45, 3.0, -0.5, 2.5]",3.3729769339742526
"['e2Phi', 45, 3.0, 0.5, 3.5]",0.8017862354815924
"['e2Phi', 46, -3.0, -0.5, -3.5]",0.09068353631717371
"['e2Phi', 46, -3.0, 0.5, -2.5]",0.049584881264348915
"['e2Phi', 46, 3.0, -0.5, 2.5]",1.3410627086292104
"['e2Phi', 46, 3.0, 0.5, 3.5]",1.6204521734474662
"['e2Phi', 47, -3.0, -0.5, -3.5]",0.042158512616023554
"['e2Phi', 47, -3.0, 0.5, -2.5]",0.01732889328043175
"['e2Phi', 47, 3.0, -0.5, 2.5]",0.09545991896967783
"['e2Phi', 47, 3.0, 0.5, 3.5]",2.5755852974432996
"['e2Phi', 48, -3.0, -0.5, -3.5]",0.9584629622896446
"['e2Phi', 48, -3.0, 0.5, -2.5]",0.10778191068994936
"['e2Phi', 48, 3.0, -0.5, 2.5]",0.02468512519186726
"['e2Phi', 48, 3.0, 0.5, 3.5]",2.5724922004734077
"['e2Phi', 49, -3.0, -0.5, -3.5]",0.8190208490877878
"['e2Phi', 49, -3.0, 0.5, -2.5]",0.40061245169077403
"['e2Phi', 49, 3.0, -0.5, 2.5]",5.542829978510009e-05
"['e2Phi', 49, 3.0, 0.5, 3.5]",0.9047337043710035
"['e2Phi', 50, -3.0, -0.5, -3.5]",4.417011828686844
"['e2Phi', 50, -3.0, 0.5, -2.5]",0.6399080743204183
"['e2Phi', 50, 3.0, -0.5, 2.5]",0.04719311859806171
"['e2Phi', 50, 3.0, 0.5, 3.5]",3.091866283190386
"['e2Phi', 51, -3.0, -0.5, -3.5]",3.8619105828981786
"['e2Phi', 51, -3.0, 0.5, -2.5]",0.07841921995702918
"['e2Phi', 51, 3.0, -0.5, 2.5]",0.06929699844991467
"['e2Phi', 51, 3.0, 0.5, 3.5]",0.629244369892004
"['e2Phi', 52, -3.0, -0.5, -3.5]",0.09265197530890748
"['e2Phi', 52, -3.0, 0.5, -2.5]",0.3877213862715823
"['e2Phi', 52, 3.0, -0.5, 2.5]",0.3533410286628551
"['e2Phi', 52, 3.0, 0.5, 3.5]",0.0016263359581435521
"['e2Phi', 53, -3.0, -0.5, -3.5]",0.06719104456708319
"['e2Phi', 53, -3.0, 0.5, -2.5]",0.1255671880998323
"['e2Phi', 53, 3.0, -0.5, 2.5]",0.12490242085469007
"['e2Phi', 53, 3.0, 0.5, 3.5]",0.009374789527734028
"['e2Phi', 54, -3.0, -0.5, -3.5]",2515.941883861059
"['e2Phi', 54, -3.0, 0.5, -2.5]",76.611127021294
"['e2Phi', 54, 3.0, -0.5, 2.5]",78.01408931883758
"['e2Phi', 54, 3.0, 0.5, 3.5]",2654.1937918901544
"['e2Phi', 55, -3.0, -0.5, -3.5]",693.8219695697627
"['e2Phi', 55, -3.0, 0.5, -2.5]",779.3994488825471
"['e2Phi', 55, 3.0, -0.5, 2.5]",779.1970523029046
"['e2Phi', 55, 3.0, 0.5, 3.5]",572.4135183279999
"['e2Phi', 56, -3.0, -0.5, -3.5]",28680.727582909505
"['e2Phi', 56, -3.0, 0.5, -2.5]",2609.7684533343113
"['e2Phi', 56, 3.0, -0.5, 2.5]",2414.6045311064804
"['e2Phi', 56, 3.0, 0.5, 3.5]",38629.416324425874
"['e2Phi', 57, -3.0, -0.5, -3.5]",2052.4523368869623
"['e2Phi', 57, -3.0, 0.5, -2.5]",23833.75108114743
"['e2Phi', 57, 3.0, -0.5, 2.5]",20455.404497523818
"['e2Phi', 57, 3.0, 0.5, 3.5]",465.0274472565172
"['e2Phi', 58, -3.0, -0.5, -3.5]",239.21426676963074
"['e2Phi', 58, -3.0, 0.5, -2.5]",13438.630109599164
"['e2Phi', 58, 3.0, -0.5, 2.5]",13443.905746802382
"['e2Phi', 58, 3.0, 0.5, 3.5]",18.198292240427214
"['e2Phi', 59, -3.0, 0.5, -2.5]",952.042397115081
"['e2Phi', 59, 3.0, -0.5, 2.5]",947.868971946697
"['f2Pi', 0, -1.0, -0.5, -1.5]",2.3210213007469623e-05
"['f2Pi', 0, -1.0, 0.5, -0.5]",1.9680896110355876e-05
"['f2Pi', 0, 1.0, -0.5, 0.5]",1.968090098551166e-05
"['f2Pi', 0, 1.0, 0.5, 1.5]",2.3209458469036164e-05
"['f2Pi', 1, -1.0, -0.5, -1.5]",2.1118992767665168e-05
"['f2Pi', 1, -1.0, 0.5, -0.5]",1.8361845686800606e-05
"['f2Pi', 1, 1.0, -0.5, 0.5]",1.836250772892384e-05
"['f2Pi', 1, 1.0, 0.5, 1.5]",2.1118628200110268e-05
"['f2Pi', 2, -1.0, -0.5, -1.5]",1.9728394372213107e-05
"['f2Pi', 2, -1.0, 0.5, -0.5]",1.7182538432182082e-05
"['f2Pi', 2, 1.0, -0.5, 0.5]",1.7182603740451075e-05
"['f2Pi', 2, 1.0, 0.5, 1.5]",1.9728344976767924e-05
"['f2Pi', 3, -1.0, -0.5, -1.5]",1.8932659503920548e-05
"['f2Pi', 3, -1.0, 0.5, -0.5]",1.615237686905502e-05
"['f2Pi', 3, 1.0, -0.5, 0.5]",1.615229290544842e-05
"['f2Pi', 3, 1.0, 0.5, 1.5]",1.8869663774630284e-05
"['f2Pi', 4, -1.0, -0.5, -1.5]",1.8613191388049014e-05
"['f2Pi', 4, -1.0, 0.5, -0.5]",1.5256308990774227e-05
"['f2Pi', 4, 1.0, -0.5, 0.5]",1.5256408974105865e-05
"['f2Pi', 4, 1.0, 0.5, 1.5]",1.8613213438396615e-05
"['f2Pi', 5, -1.0, -0.5, -1.5]",1.8792231497592992e-05
"['f2Pi', 5, -1.0, 0.5, -0.5]",1.4478101947141588e-05
"['f2Pi', 5, 1.0, -0.5, 0.5]",1.4478144469166996e-05
"['f2Pi', 5, 1.0, 0.5, 1.5]",1.879199902374143e-05
"['f2Pi', 6, -1.0, -0.5, -1.5]",1.967086406796269e-05
"['f2Pi', 6, -1.0, 0.5, -0.5]",1.3796753485173983e-05
"['f2Pi', 6, 1.0, -0.5, 0.5]",1.3803440959642727e-05
"['f2Pi', 6, 1.0, 0.5, 1.5]",1.9670094478621317e-05
"['f2Pi', 7, -1.0, -0.5, -1.5]",2.1830528714571326e-05
"['f2Pi', 7, -1.0, 0.5, -0.5]",1.322482206179482e-05
"['f2Pi', 7, 1.0, -0.5, 0.5]",1.3228008086226598e-05
"['f2Pi', 7, 1.0, 0.5, 1.5]",2.1828870838235397e-05
"['f2Pi', 8, -1.0, -0.5, -1.5]",2.7017886622460883e-05
"['f2Pi', 8, -1.0, 0.5, -0.5]",1.2807917905488234e-05
"['f2Pi', 8, 1.0, -0.5, 0.5]",1.2808754129246873e-05
"['f2Pi', 8, 1.0, 0.5, 1.5]",2.7013835997550015e-05
"['f2Pi', 9, -1.0, -0.5, -1.5]",4.183121571076302e-05
"['f2Pi', 9, -1.0, 0.5, -0.5]",1.295772744650939e-05
"['f2Pi', 9, 1.0, -0.5, 0.5]",1.2958512005385663e-05
"['f2Pi', 9, 1.0, 0.5, 1.5]",4.182072506156242e-05
"['f2Pi', 10, -1.0, -0.5, -1.5]",1.3382558497506626e-05
"['f2Pi', 10, -1.0, 0.5, -0.5]",1.2859870914238623e-05
"['f2Pi', 10, 1.0, -0.5, 0.5]",1.2860546931391345e-05
"['f2Pi', 10, 1.0, 0.5, 1.5]",1.3383535375431545e-05
"['f2Pi', 11, -1.0, -0.5, -1.5]",1.2990518137675764e-05
"['f2Pi', 11, -1.0, 0.5, -0.5]",1.4099445982233521e-05
"['f2Pi', 11, 1.0, -0.5, 0.5]",1.3616586114758911e-05
"['f2Pi', 11, 1.0, 0.5, 1.5]",1.2986147769477324e-05
"['f2Pi', 12, -1.0, -0.5, -1.5]",1.2660430887561013e-05
"['f2Pi', 12, -1.0, 0.5, -0.5]",1.4461312397273813e-05
"['f2Pi', 12, 1.0, -0.5, 0.5]",1.4465414449376073e-05
"['f2Pi', 12, 1.0, 0.5, 1.5]",1.2662566588804692e-05
"['f2Pi', 13, -1.0, -0.5, -1.5]",1.29875872370292e-05
"['f2Pi', 13, -1.0, 0.5, -0.5]",3.13845086866198e-05
"['f2Pi', 13, 1.0, -0.5, 0.5]",3.136069983759775e-05
"['f2Pi', 13, 1.0, 0.5, 1.5]",1.2986761203580522e-05
"['f2Pi', 14, -1.0, -0.5, -1.5]",1.5770641997733034e-05
"['f2Pi', 14, -1.0, 0.5, -0.5]",2.347155103151427e-05
"['f2Pi', 14, 1.0, -0.5, 0.5]",2.225193520835428e-05
"['f2Pi', 14, 1.0, 0.5, 1.5]",1.5770988792370763e-05
"['f2Pi', 15, -1.0, -0.5, -1.5]",2.2773240537686906e-05
"['f2Pi', 15, -1.0, 0.5, -0.5]",2.7427437884740657e-05
"['f2Pi', 15, 1.0, -0.5, 0.5]",2.738112047276027e-05
"['f2Pi', 15, 1.0, 0.5, 1.5]",2.277971041158657e-05
"['f2Pi', 16, -1.0, -0.5, -1.5]",3.746630256243127e-05
"['f2Pi', 16, -1.0, 0.5, -0.5]",4.016185561191114e-05
"['f2Pi', 16, 1.0, -0.5, 0.5]",4.020995379287313e-05
"['f2Pi', 16, 1.0, 0.5, 1.5]",3.74862597644012e-05
"['f2Pi', 17, -1.0, -0.5, -1.5]",6.584668577040127e-05
"['f2Pi', 17, -1.0, 0.5, -0.5]",6.690055500406677e-05
"['f2Pi', 17, 1.0, -0.5, 0.5]",6.690680521358517e-05
"['f2Pi', 17, 1.0, 0.5, 1.5]",6.584732785775888e-05
"['f2Pi', 18, -1.0, -0.5, -1.5]",0.00011315268384009469
"['f2Pi', 18, -1.0, 0.5, -0.5]",0.0001087431662010648
"['f2Pi', 18, 1.0, -0.5, 0.5]",0.00010914508747020664
"['f2Pi', 18, 1.0, 0.5, 1.5]",0.00011352701888397157
"['f2Pi', 19, -1.0, -0.5, -1.5]",0.0001699396442617874
"['f2Pi', 19, -1.0, 0.5, -0.5]",0.00015634395472657268
"['f2Pi', 19, 1.0, -0.5, 0.5]",0.00015991847201604606
"['f2Pi', 19, 1.0, 0.5, 1.5]",0.00018416752673518845
"['f2Pi', 20, -1.0, 0.5, -0.5]",0.00020584427953700344
"['f2Pi', 20, 1.0, -0.5, 0.5]",0.00021691225332111074
"['f2Pi', 21, -1.0, -0.5, -1.5]",0.000613987683703734
"['f2Pi', 21, -1.0, 0.5, -0.5]",0.0002566574805880287
"['f2Pi', 21, 1.0, -0.5, 0.5]",8.488181878670654e-06
"['f2Pi', 21, 1.0, 0.5, 1.5]",0.0006654999242684713
"['f2Pi', 22, -1.0, -0.5, -1.5]",0.0006023666932076291
"['f2Pi', 22, -1.0, 0.5, -0.5]",0.0012809990936526296
"['f2Pi', 22, 1.0, -0.5, 0.5]",0.001126715727894611
"['f2Pi', 22, 1.0, 0.5, 1.5]",0.0006755081053385336
"['f2Pi', 23, -1.0, -0.5, -1.5]",0.0009062816875480263
"['f2Pi', 23, -1.0, 0.5, -0.5]",0.0011729536754753313
"['f2Pi', 23, 1.0, -0.5, 0.5]",0.0013249434957530984
"['f2Pi', 23, 1.0, 0.5, 1.5]",0.001034238683409612
"['f2Pi', 24, -1.0, -0.5, -1.5]",0.0016654278607221714
"['f2Pi', 24, -1.0, 0.5, -0.5]",0.0015497120215180935
"['f2Pi', 24, 1.0, -0.5, 0.5]",0.0017646988469199002
"['f2Pi', 24, 1.0, 0.5, 1.5]",0.0014885587954357516
"['f2Pi', 25, -1.0, -0.5, -1.5]",0.005113764422301368
"['f2Pi', 25, -1.0, 0.5, -0.5]",0.002801861729124683
"['f2Pi', 25, 1.0, -0.5, 0.5]",0.003250839647048636
"['f2Pi', 25, 1.0, 0.5, 1.5]",0.004428695852356475
"['f2Pi', 26, -1.0, -0.5, -1.5]",0.005659657496019146
"['f2Pi', 26, -1.0, 0.5, -0.5]",0.004208778032650417
"['f2Pi', 26, 1.0, -0.5, 0.5]",0.004026684174576012
"['f2Pi', 26, 1.0, 0.5, 1.5]",0.0062069480130794615
"['f2Pi', 27, -1.0, -0.5, -1.5]",0.009992996300410445
"['f2Pi', 27, -1.0, 0.5, -0.5]",0.009011389154162304
"['f2Pi', 27, 1.0, -0.5, 0.5]",0.010179455257299613
"['f2Pi', 27, 1.0, 0.5, 1.5]",0.012324699069738824
"['f2Pi', 28, -1.0, -0.5, -1.5]",0.0002692750779942579
"['f2Pi', 28, -1.0, 0.5, -0.5]",0.018693497949115317
"['f2Pi', 28, 1.0, -0.5, 0.5]",0.022410047709088887
"['f2Pi', 28, 1.0, 0.5, 1.5]",0.0008149245643369231
"['f2Pi', 29, -1.0, -0.5, -1.5]",0.018308024461162527
"['f2Pi', 29, -1.0, 0.5, -0.5]",0.062615380002975
"['f2Pi', 29, 1.0, -0.5, 0.5]",0.04621573237177424
"['f2Pi', 29, 1.0, 0.5, 1.5]",0.07191201022638656
"['f2Pi', 30, -1.0, -0.5, -1.5]",0.03757724482607174
"['f2Pi', 30, -1.0, 0.5, -0.5]",0.038306331258553684
"['f2Pi', 30, 1.0, -0.5, 0.5]",0.06167343112962694
"['f2Pi', 30, 1.0, 0.5, 1.5]",0.04540625567760971
"['f2Pi', 31, -1.0, -0.5, -1.5]",0.19702728150349233
"['f2Pi', 31, -1.0, 0.5, -0.5]",0.004037599066115864
"['f2Pi', 31, 1.0, -0.5, 0.5]",0.006141568951281547
"['f2Pi', 31, 1.0, 0.5, 1.5]",0.23844732618741762
"['f2Pi', 32, -1.0, -0.5, -1.5]",0.07719556832298544
"['f2Pi', 32, -1.0, 0.5, -0.5]",0.0013339539972159896
"['f2Pi', 32, 1.0, -0.5, 0.5]",0.00031870838888086497
"['f2Pi', 32, 1.0, 0.5, 1.5]",0.05073265687156474
"['f2Pi', 33, -1.0, -0.5, -1.5]",0.05858019980930268
"['f2Pi', 33, -1.0, 0.5, -0.5]",0.952187297270233
"['f2Pi', 33, 1.0, -0.5, 0.5]",0.37205478691357413
"['f2Pi', 33, 1.0, 0.5, 1.5]",0.04595076601068619
"['f2Pi', 34, -1.0, -0.5, -1.5]",0.02229488737221897
"['f2Pi', 34, -1.0, 0.5, -0.5]",1.223764250995883
"['f2Pi', 34, 1.0, -0.5, 0.5]",0.38202230126658226
"['f2Pi', 34, 1.0, 0.5, 1.5]",0.0008845409705415295
"['f2Pi', 35, -1.0, -0.5, -1.5]",0.00028286603849495
"['f2Pi', 35, -1.0, 0.5, -0.5]",5.075878091132818
"['f2Pi', 35, 1.0, -0.5, 0.5]",0.4372140712261003
"['f2Pi', 35, 1.0, 0.5, 1.5]",0.004233791533553345
"['f2Pi', 36, -1.0, -0.5, -1.5]",0.038329628028581544
"['f2Pi', 36, -1.0, 0.5, -0.5]",0.06266252533179399
"['f2Pi', 36, 1.0, -0.5, 0.5]",0.028518730825890327
"['f2Pi', 36, 1.0, 0.5, 1.5]",0.053949818587420234
"['f2Pi', 37, -1.0, -0.5, -1.5]",0.03434591573402176
"['f2Pi', 37, -1.0, 0.5, -0.5]",0.0104800561509468
"['f2Pi', 37, 1.0, -0.5, 0.5]",0.0004403726062950009
"['f2Pi', 37, 1.0, 0.5, 1.5]",0.033494327234822714
"['f2Pi', 38, -1.0, -0.5, -1.5]",0.009983828768895715
"['f2Pi', 38, -1.0, 0.5, -0.5]",0.0008212813033061423
"['f2Pi', 38, 1.0, -0.5, 0.5]",0.03582911642004234
"['f2Pi', 38, 1.0, 0.5, 1.5]",0.009906920090930634
"['f2Pi', 39, -1.0, -0.5, -1.5]",4.241287990715015e-05
"['f2Pi', 39, -1.0, 0.5, -0.5]",0.35040981363891766
"['f2Pi', 39, 1.0, -0.5, 0.5]",0.0019141321946131715
"['f2Pi', 39, 1.0, 0.5, 1.5]",4.386318354281038e-05
"['f2Pi', 40, -1.0, -0.5, -1.5]",0.0028633443516328837
"['f2Pi', 40, -1.0, 0.5, -0.5]",0.01087341631167346
"['f2Pi', 40, 1.0, -0.5, 0.5]",0.009502690731466683
"['f2Pi', 40, 1.0, 0.5, 1.5]",0.0028673075566706197
"['f2Pi', 41, -1.0, -0.5, -1.5]",0.011753316084184657
"['f2Pi', 41, -1.0, 0.5, -0.5]",0.006560838355786745
"['f2Pi', 41, 1.0, -0.5, 0.5]",0.002094006268154525
"['f2Pi', 41, 1.0, 0.5, 1.5]",0.011730687496640392
"['f2Pi', 42, -1.0, -0.5, -1.5]",0.10919045812917369
"['f2Pi', 42, -1.0, 0.5, -0.5]",0.060335010476553784
"['f2Pi', 42, 1.0, -0.5, 0.5]",0.030726793409286697
"['f2Pi', 42, 1.0, 0.5, 1.5]",0.06121670747528341
"['f2Pi', 43, -1.0, -0.5, -1.5]",4.13024859808675e-05
"['f2Pi', 43, -1.0, 0.5, -0.5]",0.0018917580182395324
"['f2Pi', 43, 1.0, -0.5, 0.5]",0.007480334296323751
"['f2Pi', 43, 1.0, 0.5, 1.5]",0.0001111813327473553
"['f2Pi', 44, -1.0, -0.5, -1.5]",0.005515704195589641
"['f2Pi', 44, -1.0, 0.5, -0.5]",0.0402110895007639
"['f2Pi', 44, 1.0, -0.5, 0.5]",0.024312221625904528
"['f2Pi', 44, 1.0, 0.5, 1.5]",0.005737583333668576
"['f2Pi', 45, -1.0, -0.5, -1.5]",0.1820184133353632
"['f2Pi', 45, -1.0, 0.5, -0.5]",0.00816382041003583
"['f2Pi', 45, 1.0, -0.5, 0.5]",0.008091650101109356
"['f2Pi', 45, 1.0, 0.5, 1.5]",0.1675612926451857
"['f2Pi', 46, -1.0, -0.5, -1.5]",0.4257259797314344
"['f2Pi', 46, -1.0, 0.5, -0.5]",0.04946767817513097
"['f2Pi', 46, 1.0, -0.5, 0.5]",0.019281041230286993
"['f2Pi', 46, 1.0, 0.5, 1.5]",0.38168109729060523
"['f2Pi', 47, -1.0, -0.5, -1.5]",0.0029205241832092684
"['f2Pi', 47, -1.0, 0.5, -0.5]",0.007804023483809907
"['f2Pi', 47, 1.0, -0.5, 0.5]",0.06694415351256137
"['f2Pi', 47, 1.0, 0.5, 1.5]",0.043044338614947865
"['f2Pi', 48, -1.0, -0.5, -1.5]",15.652995946133931
"['f2Pi', 48, -1.0, 0.5, -0.5]",46.782810974580414
"['f2Pi', 48, 1.0, -0.5, 0.5]",2.4301312364343834
"['f2Pi', 48, 1.0, 0.5, 1.5]",31.703192171617946
"['f2Pi', 49, -1.0, -0.5, -1.5]",215.847772969652
"['f2Pi', 49, -1.0, 0.5, -0.5]",461.91784761035467
"['f2Pi', 49, 1.0, -0.5, 0.5]",41.163943730930434
"['f2Pi', 49, 1.0, 0.5, 1.5]",267.074321951542
"['f2Pi', 50, -1.0, 0.5, -0.5]",600.6534297452594
"['f2Pi', 50, 1.0, -0.5, 0.5]",63.16467412345759
"['g2Pi', 0, -1.0, -0.5, -1.5]",7.842814702941965e-05
"['g2Pi', 0, -1.0, 0.5, -0.5]",0.00015862768726081756
"['g2Pi', 0, 1.0, -0.5, 0.5]",0.0001594356076616531
"['g2Pi', 0, 1.0, 0.5, 1.5]",7.767037407680507e-05
"['g2Pi', 1, -1.0, -0.5, -1.5]",6.687365139245753e-05
"['g2Pi', 1, -1.0, 0.5, -0.5]",9.572400731470327e-05
"['g2Pi', 1, 1.0, -0.5, 0.5]",9.829204173713033e-05
"['g2Pi', 1, 1.0, 0.5, 1.5]",4.906934558195465e-05
"['g2Pi', 2, -1.0, -0.5, -1.5]",5.950634510055456e-05
"['g2Pi', 2, -1.0, 0.5, -0.5]",9.065000706744375e-05
"['g2Pi', 2, 1.0, -0.5, 0.5]",0.00011300239875989014
"['g2Pi', 2, 1.0, 0.5, 1.5]",6.058154826326075e-05
"['g2Pi', 3, -1.0, -0.5, -1.5]",5.07859820304154e-05
"['g2Pi', 3, -1.0, 0.5, -0.5]",7.837350149384758e-05
"['g2Pi', 3, 1.0, -0.5, 0.5]",0.00012424744546239667
"['g2Pi', 3, 1.0, 0.5, 1.5]",5.0823559728036345e-05
"['g2Pi', 4, -1.0, -0.5, -1.5]",4.144136300415516e-05
"['g2Pi', 4, -1.0, 0.5, -0.5]",0.00011877604836475276
"['g2Pi', 4, 1.0, -0.5, 0.5]",0.00011971342670165193
"['g2Pi', 4, 1.0, 0.5, 1.5]",4.144334119658449e-05
"['g2Pi', 5, -1.0, -0.5, -1.5]",3.312428841019834e-05
"['g2Pi', 5, -1.0, 0.5, -0.5]",0.0001163610214063282
"['g2Pi', 5, 1.0, -0.5, 0.5]",0.00011644195073206169
"['g2Pi', 5, 1.0, 0.5, 1.5]",3.312442638352335e-05
"['g2Pi', 6, -1.0, -0.5, -1.5]",2.591465442811714e-05
"['g2Pi', 6, -1.0, 0.5, -0.5]",0.00011396496620843372
"['g2Pi', 6, 1.0, -0.5, 0.5]",0.00011409217420346455
"['g2Pi', 6, 1.0, 0.5, 1.5]",2.5915499387371115e-05
"['g2Pi', 7, -1.0, -0.5, -1.5]",1.9983197042141025e-05
"['g2Pi', 7, -1.0, 0.5, -0.5]",0.0001115872250060718
"['g2Pi', 7, 1.0, -0.5, 0.5]",0.0001117409934426285
"['g2Pi', 7, 1.0, 0.5, 1.5]",1.9984761196311868e-05
"['g2Pi', 8, -1.0, -0.5, -1.5]",1.5849471902080838e-05
"['g2Pi', 8, -1.0, 0.5, -0.5]",0.0001102499364896687
"['g2Pi', 8, 1.0, -0.5, 0.5]",0.0001103202609678406
"['g2Pi', 8, 1.0, 0.5, 1.5]",1.585122876934711e-05
"['g2Pi', 9, -1.0, -0.5, -1.5]",7.714299998092504e-05
"['g2Pi', 9, -1.0, 0.5, -0.5]",0.00010157611260782337
"['g2Pi', 9, 1.0, -0.5, 0.5]",9.608747976733139e-05
"['g2Pi', 9, 1.0, 0.5, 1.5]",7.711183833436657e-05
"['g2Pi', 10, -1.0, -0.5, -1.5]",0.00011526862972399243
"['g2Pi', 10, -1.0, 0.5, -0.5]",8.611503190624873e-05
"['g2Pi', 10, 1.0, -0.5, 0.5]",8.604550477964516e-05
"['g2Pi', 10, 1.0, 0.5, 1.5]",0.00011506470785050493
"['g2Pi', 11, -1.0, -0.5, -1.5]",0.00013026126011992086
"['g2Pi', 11, -1.0, 0.5, -0.5]",5.630784170727024e-05
"['g2Pi', 11, 1.0, -0.5, 0.5]",5.625405523466389e-05
"['g2Pi', 11, 1.0, 0.5, 1.5]",0.00012222326347424882
"['g2Pi', 12, -1.0, -0.5, -1.5]",0.00013867192090829983
"['g2Pi', 12, -1.0, 0.5, -0.5]",1.9763447516924827e-05
"['g2Pi', 12, 1.0, -0.5, 0.5]",1.978815665646022e-05
"['g2Pi', 12, 1.0, 0.5, 1.5]",0.00011258637910956732
"['g2Pi', 13, -1.0, -0.5, -1.5]",0.00014815731279383386
"['g2Pi', 13, -1.0, 0.5, -0.5]",4.341282243253442e-05
"['g2Pi', 13, 1.0, -0.5, 0.5]",4.364987903807503e-05
"['g2Pi', 13, 1.0, 0.5, 1.5]",0.00018982165965584103
"['g2Pi', 14, -1.0, -0.5, -1.5]",0.00034831225332439475
"['g2Pi', 14, -1.0, 0.5, -0.5]",0.0001494837602097552
"['g2Pi', 14, 1.0, -0.5, 0.5]",1.2571115825662909e-05
"['g2Pi', 14, 1.0, 0.5, 1.5]",0.00036101402197777284
"['g2Pi', 15, -1.0, -0.5, -1.5]",0.0005222329931595241
"['g2Pi', 15, -1.0, 0.5, -0.5]",0.0004156267987450816
"['g2Pi', 15, 1.0, -0.5, 0.5]",0.0004648208095787324
"['g2Pi', 15, 1.0, 0.5, 1.5]",0.0005288875081745453
"['g2Pi', 16, -1.0, -0.5, -1.5]",0.0008662955427345577
"['g2Pi', 16, -1.0, 0.5, -0.5]",0.0004237191069795267
"['g2Pi', 16, 1.0, -0.5, 0.5]",0.00043399094837874694
"['g2Pi', 16, 1.0, 0.5, 1.5]",0.0008790013276560861
"['g2Pi', 17, -1.0, -0.5, -1.5]",0.001034856025170268
"['g2Pi', 17, -1.0, 0.5, -0.5]",0.0007248303809339379
"['g2Pi', 17, 1.0, -0.5, 0.5]",0.0008011598170718555
"['g2Pi', 17, 1.0, 0.5, 1.5]",0.0010531017335916703
"['g2Pi', 18, -1.0, -0.5, -1.5]",0.0013311647594111398
"['g2Pi', 18, -1.0, 0.5, -0.5]",0.0008145848278213632
"['g2Pi', 18, 1.0, -0.5, 0.5]",0.0009536893710289068
"['g2Pi', 18, 1.0, 0.5, 1.5]",0.0013390300599354892
"['g2Pi', 19, -1.0, -0.5, -1.5]",0.001218022415173036
"['g2Pi', 19, -1.0, 0.5, -0.5]",0.000822267803790654
"['g2Pi', 19, 1.0, -0.5, 0.5]",0.001328996148673063
"['g2Pi', 19, 1.0, 0.5, 1.5]",0.001226204660276184
"['g2Pi', 20, -1.0, -0.5, -1.5]",0.0007929070711409457
"['g2Pi', 20, -1.0, 0.5, -0.5]",0.0005007120428862051
"['g2Pi', 20, 1.0, -0.5, 0.5]",0.0005363144175888017
"['g2Pi', 20, 1.0, 0.5, 1.5]",0.0008269702828573372
"['g2Pi', 21, -1.0, -0.5, -1.5]",0.0006168323028925249
"['g2Pi', 21, -1.0, 0.5, -0.5]",0.001737452627175223
"['g2Pi', 21, 1.0, -0.5, 0.5]",0.0014284486109316463
"['g2Pi', 21, 1.0, 0.5, 1.5]",0.0006719703958952536
"['g2Pi', 22, -1.0, -0.5, -1.5]",0.0011947269243265655
"['g2Pi', 22, -1.0, 0.5, -0.5]",4.250144758752414e-05
"['g2Pi', 22, 1.0, -0.5, 0.5]",7.088051005720795e-05
"['g2Pi', 22, 1.0, 0.5, 1.5]",0.0013900350496866263
"['g2Pi', 23, -1.0, -0.5, -1.5]",0.0018399840104253774
"['g2Pi', 23, -1.0, 0.5, -0.5]",0.0007872929322156909
